,context,task,construct,hits,task_hits,construct_hits
7925,EF,Knock and Tap,Initiation,0,0,342
7926,EF,Letter Fluency,Initiation,2,113,342
7927,EF,Letter Memory,Initiation,0,6,342
7928,EF,Letter Monitoring,Initiation,0,1,342
7929,EF,LNS,Initiation,0,14,342
7930,EF,Letter Number Sequencing,Initiation,1,63,342
7931,EF,Lexical Fluency,Initiation,0,16,342
7932,EF,Listening Recall,Initiation,0,0,342
7933,EF,Local Global,Initiation,0,13,342
7934,EF,Luria Hand Game,Initiation,0,0,342
7935,EF,MONITOR,Initiation,8,206,342
7936,EF,Matrix Monitoring,Initiation,0,0,342
7937,EF,Mental Counters,Initiation,0,0,342
7938,EF,Mister X,Initiation,0,0,342
7939,EF,MCST,Initiation,1,11,342
7940,EF,Modified Card Sorting Test,Initiation,1,15,342
7941,EF,More Less Odd Even,Initiation,0,0,342
7942,EF,Wisconsin Card Sort,Initiation,0,55,342
7943,EF,Stop Signal,Initiation,6,258,342
7944,EF,Complex Span,Initiation,0,9,342
7945,EF,Pick the Picture,Initiation,0,0,342
7946,EF,Digit Span,Initiation,6,477,342
7947,EF,Random Letter Generation,Initiation,0,4,342
7948,EF,Snack Delay,Initiation,0,5,342
7949,EF,Visual Matrix Span,Initiation,0,0,342
7950,EF,Multiple Object Tracking,Initiation,0,4,342
7951,EF,Block Span,Initiation,0,4,342
7952,EF,Pictorial Updating,Initiation,0,0,342
7953,EF,Nebraska Barnyard,Initiation,0,0,342
7954,EF,Random Number Generation,Initiation,1,39,342
7955,EF,Nine Boxes,Initiation,0,0,342
7956,EF,Shape School,Initiation,0,8,342
7957,EF,Tower of Hanoi,Initiation,1,69,342
7958,EF,Verbal Fluency,Initiation,24,1169,342
7959,EF,Pencil Tapping,Initiation,0,0,342
7960,EF,WCST,Initiation,3,494,342
7961,EF,Sorting,Initiation,9,918,342
7962,EF,Somethings the Same Game,Initiation,0,0,342
7963,EF,Running Span,Initiation,0,10,342
7964,EF,Serial Substraction of Sevens,Initiation,0,0,342
7965,EF,Reverse Categorization,Initiation,0,4,342
7966,EF,Tower of London,Initiation,6,238,342
7967,EF,Visuospatial Span,Initiation,0,4,342
7968,EF,Picture Symbol,Initiation,0,0,342
7969,EF,Counting Span,Initiation,0,2,342
7970,EF,Sentence Repetition,Initiation,0,3,342
7971,EF,SR Compatibility,Initiation,0,0,342
7972,EF,Simon Says,Initiation,0,2,342
7973,EF,Reversal Learning,Initiation,2,147,342
7974,EF,Odd One Out,Initiation,0,2,342
7975,EF,Plus Minus Task,Initiation,0,0,342
7976,EF,Spatial Span,Initiation,1,58,342
7977,EF,Pychomotor Vigilance,Initiation,0,0,342
7978,EF,Toy Sort,Initiation,0,0,342
7979,EF,Simon,Initiation,1,113,342
7980,EF,Semantic Fluency,Initiation,4,151,342
7981,EF,Oddity Switching,Initiation,0,0,342
7982,EF,Spin the Pots,Initiation,0,0,342
7983,EF,Object Substitution,Initiation,0,0,342
7984,EF,Number Letter,Initiation,1,33,342
7985,EF,N-back,Initiation,3,246,342
7986,EF,MOT,Initiation,0,7,342
7987,EF,Arithmatic Span,Initiation,0,0,342
7988,EF,Sentence Completion,Initiation,12,51,342
7989,EF,Automated Operation Span,Initiation,0,1,342
7990,EF,Self Control Schedule,Initiation,0,1,342
7991,EF,Stroop,Initiation,27,1395,342
7992,EF,STOP,Initiation,7,326,342
7993,EF,Verbal Span,Initiation,0,12,342
7994,EF,OOO,Initiation,0,0,342
7995,EF,Backward Span,Initiation,0,7,342
7996,EF,OSpan,Initiation,0,13,342
7997,EF,Adaptive N-back,Initiation,0,0,342
7998,EF,Spatial Conflict Arrows,Initiation,0,0,342
7999,EF,Corsi Block Span,Initiation,0,0,342
8000,EF,Analogy Making,Mindfulness,0,2,96
8001,EF,Animal Shifting,Mindfulness,0,0,96
8002,EF,Anti Saccade,Mindfulness,0,14,96
8003,EF,Attentional Blink,Mindfulness,0,16,96
8004,EF,Attentional Network,Mindfulness,1,60,96
8005,EF,Auditory Attention,Mindfulness,0,53,96
8006,EF,Backward Color Recall,Mindfulness,0,0,96
8007,EF,Balance Beam,Mindfulness,0,2,96
8008,EF,BART,Mindfulness,0,9,96
8009,EF,Balloon Analouge Risk Taking,Mindfulness,0,0,96
8010,EF,Bear Alligator,Mindfulness,0,0,96
8011,EF,Block Design Subtest,Mindfulness,0,7,96
8012,EF,Box Crossing Dual,Mindfulness,0,0,96
8013,EF,Category Fluency,Mindfulness,0,108,96
8014,EF,Category Switch,Mindfulness,0,1,96
8015,EF,Cognitive Flexibility,Mindfulness,3,898,96
8016,EF,Color Shape,Mindfulness,0,11,96
8017,EF,Contingency Naming,Mindfulness,0,0,96
8018,EF,CPT,Mindfulness,1,139,96
8019,EF,Continious Performance Task,Mindfulness,0,0,96
8020,EF,AX-CPT,Mindfulness,0,18,96
8021,EF,Controlled Attention,Mindfulness,0,14,96
8022,EF,Counting Recall,Mindfulness,0,0,96
8023,EF,Cued Unpredictable Switch,Mindfulness,0,0,96
8024,EF,D2 Target Detection,Mindfulness,0,0,96
8025,EF,Degraded Vigilance,Mindfulness,0,0,96
8026,EF,Delay Choice,Mindfulness,0,2,96
8027,EF,Delay Discounting Task,Mindfulness,0,19,96
8028,EF,Delayed Alternation,Mindfulness,0,8,96
8029,EF,Digit Shifting,Mindfulness,0,0,96
8030,EF,Dimension Switching,Mindfulness,0,0,96
8031,EF,DCCS,Mindfulness,1,38,96
8032,EF,Dimensional Change Card Sort,Mindfulness,1,63,96
8033,EF,Dragon,Mindfulness,0,9,96
8034,EF,Expressive Attention,Mindfulness,0,0,96
8035,EF,Flanker,Mindfulness,4,314,96
8036,EF,Flexibility,Mindfulness,5,1441,96
8037,EF,Flexible Item Selection,Mindfulness,0,7,96
8038,EF,Gift Delay,Mindfulness,0,0,96
8039,EF,Gift Wrap,Mindfulness,0,2,96
8040,EF,Go/NoGo,Mindfulness,0,147,96
8041,EF,TMT,Mindfulness,0,362,96
8042,EF,Trail Making Task,Mindfulness,0,23,96
8043,EF,Grass Snow,Mindfulness,0,0,96
8044,EF,Hayling Test,Mindfulness,0,29,96
8045,EF,Head-Toes-Knees-Shoulders,Mindfulness,0,10,96
8046,EF,Incompatibility Test,Mindfulness,0,0,96
8047,EF,IGT,Mindfulness,0,97,96
8048,EF,Iowa Gambling Task,Mindfulness,1,164,96
8049,EF,Keep Track,Mindfulness,0,10,96
8050,EF,Knock and Tap,Mindfulness,0,0,96
8051,EF,Letter Fluency,Mindfulness,0,113,96
8052,EF,Letter Memory,Mindfulness,0,6,96
8053,EF,Letter Monitoring,Mindfulness,0,1,96
8054,EF,LNS,Mindfulness,0,14,96
8055,EF,Letter Number Sequencing,Mindfulness,2,63,96
8056,EF,Lexical Fluency,Mindfulness,0,16,96
8057,EF,Listening Recall,Mindfulness,0,0,96
8058,EF,Local Global,Mindfulness,0,13,96
8059,EF,Luria Hand Game,Mindfulness,0,0,96
8060,EF,MONITOR,Mindfulness,0,206,96
8061,EF,Matrix Monitoring,Mindfulness,0,0,96
8062,EF,Mental Counters,Mindfulness,0,0,96
8063,EF,Mister X,Mindfulness,0,0,96
8064,EF,MCST,Mindfulness,0,11,96
8065,EF,Modified Card Sorting Test,Mindfulness,0,15,96
8066,EF,More Less Odd Even,Mindfulness,0,0,96
8067,EF,Wisconsin Card Sort,Mindfulness,0,55,96
8068,EF,Stop Signal,Mindfulness,0,258,96
8069,EF,Complex Span,Mindfulness,0,9,96
8070,EF,Pick the Picture,Mindfulness,0,0,96
8071,EF,Digit Span,Mindfulness,0,477,96
8072,EF,Random Letter Generation,Mindfulness,0,4,96
8073,EF,Snack Delay,Mindfulness,0,5,96
8074,EF,Visual Matrix Span,Mindfulness,0,0,96
8075,EF,Multiple Object Tracking,Mindfulness,0,4,96
8076,EF,Block Span,Mindfulness,0,4,96
8077,EF,Pictorial Updating,Mindfulness,0,0,96
8078,EF,Nebraska Barnyard,Mindfulness,0,0,96
8079,EF,Random Number Generation,Mindfulness,0,39,96
8080,EF,Nine Boxes,Mindfulness,0,0,96
8081,EF,Shape School,Mindfulness,0,8,96
8082,EF,Tower of Hanoi,Mindfulness,0,69,96
8083,EF,Verbal Fluency,Mindfulness,2,1169,96
8084,EF,Pencil Tapping,Mindfulness,0,0,96
8085,EF,WCST,Mindfulness,0,494,96
8086,EF,Sorting,Mindfulness,0,918,96
8087,EF,Somethings the Same Game,Mindfulness,0,0,96
8088,EF,Running Span,Mindfulness,0,10,96
8089,EF,Serial Substraction of Sevens,Mindfulness,0,0,96
8090,EF,Reverse Categorization,Mindfulness,0,4,96
8091,EF,Tower of London,Mindfulness,0,238,96
8092,EF,Visuospatial Span,Mindfulness,0,4,96
8093,EF,Picture Symbol,Mindfulness,0,0,96
8094,EF,Counting Span,Mindfulness,0,2,96
8095,EF,Sentence Repetition,Mindfulness,0,3,96
8096,EF,SR Compatibility,Mindfulness,0,0,96
8097,EF,Simon Says,Mindfulness,0,2,96
8098,EF,Reversal Learning,Mindfulness,0,147,96
8099,EF,Odd One Out,Mindfulness,0,2,96
8100,EF,Plus Minus Task,Mindfulness,0,0,96
8101,EF,Spatial Span,Mindfulness,0,58,96
8102,EF,Pychomotor Vigilance,Mindfulness,0,0,96
8103,EF,Toy Sort,Mindfulness,0,0,96
8104,EF,Simon,Mindfulness,0,113,96
8105,EF,Semantic Fluency,Mindfulness,0,151,96
8106,EF,Oddity Switching,Mindfulness,0,0,96
8107,EF,Spin the Pots,Mindfulness,0,0,96
8108,EF,Object Substitution,Mindfulness,0,0,96
8109,EF,Number Letter,Mindfulness,0,33,96
8110,EF,N-back,Mindfulness,0,246,96
8111,EF,MOT,Mindfulness,0,7,96
8112,EF,Arithmatic Span,Mindfulness,0,0,96
8113,EF,Sentence Completion,Mindfulness,0,51,96
8114,EF,Automated Operation Span,Mindfulness,1,1,96
8115,EF,Self Control Schedule,Mindfulness,1,1,96
8116,EF,Stroop,Mindfulness,6,1395,96
8117,EF,STOP,Mindfulness,0,326,96
8118,EF,Verbal Span,Mindfulness,0,12,96
8119,EF,OOO,Mindfulness,0,0,96
8120,EF,Backward Span,Mindfulness,0,7,96
8121,EF,OSpan,Mindfulness,0,13,96
8122,EF,Adaptive N-back,Mindfulness,0,0,96
8123,EF,Spatial Conflict Arrows,Mindfulness,0,0,96
8124,EF,Corsi Block Span,Mindfulness,0,0,96
8125,EF,Analogy Making,Motivational Drive,0,2,7
8126,EF,Animal Shifting,Motivational Drive,0,0,7
8127,EF,Anti Saccade,Motivational Drive,0,14,7
8128,EF,Attentional Blink,Motivational Drive,0,16,7
8129,EF,Attentional Network,Motivational Drive,0,60,7
8130,EF,Auditory Attention,Motivational Drive,0,53,7
8131,EF,Backward Color Recall,Motivational Drive,0,0,7
8132,EF,Balance Beam,Motivational Drive,0,2,7
8133,EF,BART,Motivational Drive,0,9,7
8134,EF,Balloon Analouge Risk Taking,Motivational Drive,0,0,7
8135,EF,Bear Alligator,Motivational Drive,0,0,7
8136,EF,Block Design Subtest,Motivational Drive,0,7,7
8137,EF,Box Crossing Dual,Motivational Drive,0,0,7
8138,EF,Category Fluency,Motivational Drive,0,108,7
8139,EF,Category Switch,Motivational Drive,0,1,7
8140,EF,Cognitive Flexibility,Motivational Drive,1,898,7
8141,EF,Color Shape,Motivational Drive,0,11,7
8142,EF,Contingency Naming,Motivational Drive,0,0,7
8143,EF,CPT,Motivational Drive,0,139,7
8144,EF,Continious Performance Task,Motivational Drive,0,0,7
8145,EF,AX-CPT,Motivational Drive,0,18,7
8146,EF,Controlled Attention,Motivational Drive,0,14,7
8147,EF,Counting Recall,Motivational Drive,0,0,7
8148,EF,Cued Unpredictable Switch,Motivational Drive,0,0,7
8149,EF,D2 Target Detection,Motivational Drive,0,0,7
8150,EF,Degraded Vigilance,Motivational Drive,0,0,7
8151,EF,Delay Choice,Motivational Drive,0,2,7
8152,EF,Delay Discounting Task,Motivational Drive,0,19,7
8153,EF,Delayed Alternation,Motivational Drive,0,8,7
8154,EF,Digit Shifting,Motivational Drive,0,0,7
8155,EF,Dimension Switching,Motivational Drive,0,0,7
8156,EF,DCCS,Motivational Drive,0,38,7
8157,EF,Dimensional Change Card Sort,Motivational Drive,0,63,7
8158,EF,Dragon,Motivational Drive,0,9,7
8159,EF,Expressive Attention,Motivational Drive,0,0,7
8160,EF,Flanker,Motivational Drive,0,314,7
8161,EF,Flexibility,Motivational Drive,1,1441,7
8162,EF,Flexible Item Selection,Motivational Drive,0,7,7
8163,EF,Gift Delay,Motivational Drive,0,0,7
8164,EF,Gift Wrap,Motivational Drive,0,2,7
8165,EF,Go/NoGo,Motivational Drive,0,147,7
8166,EF,TMT,Motivational Drive,0,362,7
8167,EF,Trail Making Task,Motivational Drive,0,23,7
8168,EF,Grass Snow,Motivational Drive,0,0,7
8169,EF,Hayling Test,Motivational Drive,0,29,7
8170,EF,Head-Toes-Knees-Shoulders,Motivational Drive,0,10,7
8171,EF,Incompatibility Test,Motivational Drive,0,0,7
8172,EF,IGT,Motivational Drive,0,97,7
8173,EF,Iowa Gambling Task,Motivational Drive,0,164,7
8174,EF,Keep Track,Motivational Drive,0,10,7
8175,EF,Knock and Tap,Motivational Drive,0,0,7
8176,EF,Letter Fluency,Motivational Drive,0,113,7
8177,EF,Letter Memory,Motivational Drive,0,6,7
8178,EF,Letter Monitoring,Motivational Drive,0,1,7
8179,EF,LNS,Motivational Drive,0,14,7
8180,EF,Letter Number Sequencing,Motivational Drive,0,63,7
8181,EF,Lexical Fluency,Motivational Drive,0,16,7
8182,EF,Listening Recall,Motivational Drive,0,0,7
8183,EF,Local Global,Motivational Drive,0,13,7
8184,EF,Luria Hand Game,Motivational Drive,0,0,7
8185,EF,MONITOR,Motivational Drive,0,206,7
8186,EF,Matrix Monitoring,Motivational Drive,0,0,7
8187,EF,Mental Counters,Motivational Drive,0,0,7
8188,EF,Mister X,Motivational Drive,0,0,7
8189,EF,MCST,Motivational Drive,0,11,7
8190,EF,Modified Card Sorting Test,Motivational Drive,0,15,7
8191,EF,More Less Odd Even,Motivational Drive,0,0,7
8192,EF,Wisconsin Card Sort,Motivational Drive,0,55,7
8193,EF,Stop Signal,Motivational Drive,0,258,7
8194,EF,Complex Span,Motivational Drive,0,9,7
8195,EF,Pick the Picture,Motivational Drive,0,0,7
8196,EF,Digit Span,Motivational Drive,0,477,7
8197,EF,Random Letter Generation,Motivational Drive,0,4,7
8198,EF,Snack Delay,Motivational Drive,0,5,7
8199,EF,Visual Matrix Span,Motivational Drive,0,0,7
8200,EF,Multiple Object Tracking,Motivational Drive,0,4,7
8201,EF,Block Span,Motivational Drive,0,4,7
8202,EF,Pictorial Updating,Motivational Drive,0,0,7
8203,EF,Nebraska Barnyard,Motivational Drive,0,0,7
8204,EF,Random Number Generation,Motivational Drive,0,39,7
8205,EF,Nine Boxes,Motivational Drive,0,0,7
8206,EF,Shape School,Motivational Drive,0,8,7
8207,EF,Tower of Hanoi,Motivational Drive,0,69,7
8208,EF,Verbal Fluency,Motivational Drive,0,1169,7
8209,EF,Pencil Tapping,Motivational Drive,0,0,7
8210,EF,WCST,Motivational Drive,0,494,7
8211,EF,Sorting,Motivational Drive,0,918,7
8212,EF,Somethings the Same Game,Motivational Drive,0,0,7
8213,EF,Running Span,Motivational Drive,0,10,7
8214,EF,Serial Substraction of Sevens,Motivational Drive,0,0,7
8215,EF,Reverse Categorization,Motivational Drive,0,4,7
8216,EF,Tower of London,Motivational Drive,0,238,7
8217,EF,Visuospatial Span,Motivational Drive,0,4,7
8218,EF,Picture Symbol,Motivational Drive,0,0,7
8219,EF,Counting Span,Motivational Drive,0,2,7
8220,EF,Sentence Repetition,Motivational Drive,0,3,7
8221,EF,SR Compatibility,Motivational Drive,0,0,7
8222,EF,Simon Says,Motivational Drive,0,2,7
8223,EF,Reversal Learning,Motivational Drive,0,147,7
8224,EF,Odd One Out,Motivational Drive,0,2,7
8225,EF,Plus Minus Task,Motivational Drive,0,0,7
8226,EF,Spatial Span,Motivational Drive,0,58,7
8227,EF,Pychomotor Vigilance,Motivational Drive,0,0,7
8228,EF,Toy Sort,Motivational Drive,0,0,7
8229,EF,Simon,Motivational Drive,0,113,7
8230,EF,Semantic Fluency,Motivational Drive,0,151,7
8231,EF,Oddity Switching,Motivational Drive,0,0,7
8232,EF,Spin the Pots,Motivational Drive,0,0,7
8233,EF,Object Substitution,Motivational Drive,0,0,7
8234,EF,Number Letter,Motivational Drive,0,33,7
8235,EF,N-back,Motivational Drive,0,246,7
8236,EF,MOT,Motivational Drive,0,7,7
8237,EF,Arithmatic Span,Motivational Drive,0,0,7
8238,EF,Sentence Completion,Motivational Drive,0,51,7
8239,EF,Automated Operation Span,Motivational Drive,0,1,7
8240,EF,Self Control Schedule,Motivational Drive,0,1,7
8241,EF,Stroop,Motivational Drive,0,1395,7
8242,EF,STOP,Motivational Drive,0,326,7
8243,EF,Verbal Span,Motivational Drive,0,12,7
8244,EF,OOO,Motivational Drive,0,0,7
8245,EF,Backward Span,Motivational Drive,0,7,7
8246,EF,OSpan,Motivational Drive,0,13,7
8247,EF,Adaptive N-back,Motivational Drive,0,0,7
8248,EF,Spatial Conflict Arrows,Motivational Drive,0,0,7
8249,EF,Corsi Block Span,Motivational Drive,0,0,7
8250,EF,Analogy Making,Organization,0,2,514
8251,EF,Animal Shifting,Organization,0,0,514
8252,EF,Anti Saccade,Organization,0,14,514
8253,EF,Attentional Blink,Organization,0,16,514
8254,EF,Attentional Network,Organization,3,60,514
8255,EF,Auditory Attention,Organization,1,53,514
8256,EF,Backward Color Recall,Organization,0,0,514
8257,EF,Balance Beam,Organization,0,2,514
8258,EF,BART,Organization,0,9,514
8259,EF,Balloon Analouge Risk Taking,Organization,0,0,514
8260,EF,Bear Alligator,Organization,0,0,514
8261,EF,Block Design Subtest,Organization,0,7,514
8262,EF,Box Crossing Dual,Organization,0,0,514
8263,EF,Category Fluency,Organization,2,108,514
8264,EF,Category Switch,Organization,1,1,514
8265,EF,Cognitive Flexibility,Organization,20,898,514
8266,EF,Color Shape,Organization,0,11,514
8267,EF,Contingency Naming,Organization,0,0,514
8268,EF,CPT,Organization,2,139,514
8269,EF,Continious Performance Task,Organization,0,0,514
8270,EF,AX-CPT,Organization,0,18,514
8271,EF,Controlled Attention,Organization,0,14,514
8272,EF,Counting Recall,Organization,0,0,514
8273,EF,Cued Unpredictable Switch,Organization,0,0,514
8274,EF,D2 Target Detection,Organization,0,0,514
8275,EF,Degraded Vigilance,Organization,0,0,514
8276,EF,Delay Choice,Organization,0,2,514
8277,EF,Delay Discounting Task,Organization,0,19,514
8278,EF,Delayed Alternation,Organization,0,8,514
8279,EF,Digit Shifting,Organization,0,0,514
8280,EF,Dimension Switching,Organization,0,0,514
8281,EF,DCCS,Organization,0,38,514
8282,EF,Dimensional Change Card Sort,Organization,0,63,514
8283,EF,Dragon,Organization,0,9,514
8284,EF,Expressive Attention,Organization,0,0,514
8285,EF,Flanker,Organization,3,314,514
8286,EF,Flexibility,Organization,44,1441,514
8287,EF,Flexible Item Selection,Organization,0,7,514
8288,EF,Gift Delay,Organization,0,0,514
8289,EF,Gift Wrap,Organization,0,2,514
8290,EF,Go/NoGo,Organization,2,147,514
8291,EF,TMT,Organization,6,362,514
8292,EF,Trail Making Task,Organization,0,23,514
8293,EF,Grass Snow,Organization,0,0,514
8294,EF,Hayling Test,Organization,0,29,514
8295,EF,Head-Toes-Knees-Shoulders,Organization,0,10,514
8296,EF,Incompatibility Test,Organization,0,0,514
8297,EF,IGT,Organization,1,97,514
8298,EF,Iowa Gambling Task,Organization,2,164,514
8299,EF,Keep Track,Organization,1,10,514
8300,EF,Knock and Tap,Organization,0,0,514
8301,EF,Letter Fluency,Organization,2,113,514
8302,EF,Letter Memory,Organization,1,6,514
8303,EF,Letter Monitoring,Organization,0,1,514
8304,EF,LNS,Organization,0,14,514
8305,EF,Letter Number Sequencing,Organization,2,63,514
8306,EF,Lexical Fluency,Organization,0,16,514
8307,EF,Listening Recall,Organization,0,0,514
8308,EF,Local Global,Organization,2,13,514
8309,EF,Luria Hand Game,Organization,0,0,514
8310,EF,MONITOR,Organization,16,206,514
8311,EF,Matrix Monitoring,Organization,0,0,514
8312,EF,Mental Counters,Organization,0,0,514
8313,EF,Mister X,Organization,0,0,514
8314,EF,MCST,Organization,0,11,514
8315,EF,Modified Card Sorting Test,Organization,0,15,514
8316,EF,More Less Odd Even,Organization,0,0,514
8317,EF,Wisconsin Card Sort,Organization,1,55,514
8318,EF,Stop Signal,Organization,4,258,514
8319,EF,Complex Span,Organization,0,9,514
8320,EF,Pick the Picture,Organization,0,0,514
8321,EF,Digit Span,Organization,10,477,514
8322,EF,Random Letter Generation,Organization,0,4,514
8323,EF,Snack Delay,Organization,0,5,514
8324,EF,Visual Matrix Span,Organization,0,0,514
8325,EF,Multiple Object Tracking,Organization,0,4,514
8326,EF,Block Span,Organization,0,4,514
8327,EF,Pictorial Updating,Organization,0,0,514
8328,EF,Nebraska Barnyard,Organization,0,0,514
8329,EF,Random Number Generation,Organization,1,39,514
8330,EF,Nine Boxes,Organization,0,0,514
8331,EF,Shape School,Organization,0,8,514
8332,EF,Tower of Hanoi,Organization,2,69,514
8333,EF,Verbal Fluency,Organization,22,1169,514
8334,EF,Pencil Tapping,Organization,0,0,514
8335,EF,WCST,Organization,10,494,514
8336,EF,Sorting,Organization,19,918,514
8337,EF,Somethings the Same Game,Organization,0,0,514
8338,EF,Running Span,Organization,0,10,514
8339,EF,Serial Substraction of Sevens,Organization,0,0,514
8340,EF,Reverse Categorization,Organization,0,4,514
8341,EF,Tower of London,Organization,4,238,514
8342,EF,Visuospatial Span,Organization,0,4,514
8343,EF,Picture Symbol,Organization,0,0,514
8344,EF,Counting Span,Organization,1,2,514
8345,EF,Sentence Repetition,Organization,0,3,514
8346,EF,SR Compatibility,Organization,0,0,514
8347,EF,Simon Says,Organization,0,2,514
8348,EF,Reversal Learning,Organization,3,147,514
8349,EF,Odd One Out,Organization,0,2,514
8350,EF,Plus Minus Task,Organization,0,0,514
8351,EF,Spatial Span,Organization,3,58,514
8352,EF,Pychomotor Vigilance,Organization,0,0,514
8353,EF,Toy Sort,Organization,0,0,514
8354,EF,Simon,Organization,0,113,514
8355,EF,Semantic Fluency,Organization,3,151,514
8356,EF,Oddity Switching,Organization,0,0,514
8357,EF,Spin the Pots,Organization,0,0,514
8358,EF,Object Substitution,Organization,0,0,514
8359,EF,Number Letter,Organization,0,33,514
8360,EF,N-back,Organization,9,246,514
8361,EF,MOT,Organization,0,7,514
8362,EF,Arithmatic Span,Organization,0,0,514
8363,EF,Sentence Completion,Organization,1,51,514
8364,EF,Automated Operation Span,Organization,0,1,514
8365,EF,Self Control Schedule,Organization,0,1,514
8366,EF,Stroop,Organization,22,1395,514
8367,EF,STOP,Organization,5,326,514
8368,EF,Verbal Span,Organization,0,12,514
8369,EF,OOO,Organization,0,0,514
8370,EF,Backward Span,Organization,0,7,514
8371,EF,OSpan,Organization,0,13,514
8372,EF,Adaptive N-back,Organization,0,0,514
8373,EF,Spatial Conflict Arrows,Organization,0,0,514
8374,EF,Corsi Block Span,Organization,0,0,514
8375,EF,Analogy Making,Problem Solving,0,2,511
8376,EF,Animal Shifting,Problem Solving,0,0,511
8377,EF,Anti Saccade,Problem Solving,0,14,511
8378,EF,Attentional Blink,Problem Solving,0,16,511
8379,EF,Attentional Network,Problem Solving,0,60,511
8380,EF,Auditory Attention,Problem Solving,1,53,511
8381,EF,Backward Color Recall,Problem Solving,0,0,511
8382,EF,Balance Beam,Problem Solving,0,2,511
8383,EF,BART,Problem Solving,1,9,511
8384,EF,Balloon Analouge Risk Taking,Problem Solving,0,0,511
8385,EF,Bear Alligator,Problem Solving,0,0,511
8386,EF,Block Design Subtest,Problem Solving,0,7,511
8387,EF,Box Crossing Dual,Problem Solving,0,0,511
8388,EF,Category Fluency,Problem Solving,4,108,511
8389,EF,Category Switch,Problem Solving,0,1,511
8390,EF,Cognitive Flexibility,Problem Solving,49,898,511
8391,EF,Color Shape,Problem Solving,0,11,511
8392,EF,Contingency Naming,Problem Solving,0,0,511
8393,EF,CPT,Problem Solving,2,139,511
8394,EF,Continious Performance Task,Problem Solving,0,0,511
8395,EF,AX-CPT,Problem Solving,0,18,511
8396,EF,Controlled Attention,Problem Solving,0,14,511
8397,EF,Counting Recall,Problem Solving,0,0,511
8398,EF,Cued Unpredictable Switch,Problem Solving,0,0,511
8399,EF,D2 Target Detection,Problem Solving,0,0,511
8400,EF,Degraded Vigilance,Problem Solving,0,0,511
8401,EF,Delay Choice,Problem Solving,0,2,511
8402,EF,Delay Discounting Task,Problem Solving,0,19,511
8403,EF,Delayed Alternation,Problem Solving,1,8,511
8404,EF,Digit Shifting,Problem Solving,0,0,511
8405,EF,Dimension Switching,Problem Solving,0,0,511
8406,EF,DCCS,Problem Solving,0,38,511
8407,EF,Dimensional Change Card Sort,Problem Solving,1,63,511
8408,EF,Dragon,Problem Solving,0,9,511
8409,EF,Expressive Attention,Problem Solving,0,0,511
8410,EF,Flanker,Problem Solving,0,314,511
8411,EF,Flexibility,Problem Solving,75,1441,511
8412,EF,Flexible Item Selection,Problem Solving,1,7,511
8413,EF,Gift Delay,Problem Solving,0,0,511
8414,EF,Gift Wrap,Problem Solving,0,2,511
8415,EF,Go/NoGo,Problem Solving,1,147,511
8416,EF,TMT,Problem Solving,5,362,511
8417,EF,Trail Making Task,Problem Solving,0,23,511
8418,EF,Grass Snow,Problem Solving,0,0,511
8419,EF,Hayling Test,Problem Solving,1,29,511
8420,EF,Head-Toes-Knees-Shoulders,Problem Solving,0,10,511
8421,EF,Incompatibility Test,Problem Solving,0,0,511
8422,EF,IGT,Problem Solving,2,97,511
8423,EF,Iowa Gambling Task,Problem Solving,5,164,511
8424,EF,Keep Track,Problem Solving,0,10,511
8425,EF,Knock and Tap,Problem Solving,0,0,511
8426,EF,Letter Fluency,Problem Solving,6,113,511
8427,EF,Letter Memory,Problem Solving,0,6,511
8428,EF,Letter Monitoring,Problem Solving,0,1,511
8429,EF,LNS,Problem Solving,0,14,511
8430,EF,Letter Number Sequencing,Problem Solving,0,63,511
8431,EF,Lexical Fluency,Problem Solving,0,16,511
8432,EF,Listening Recall,Problem Solving,0,0,511
8433,EF,Local Global,Problem Solving,1,13,511
8434,EF,Luria Hand Game,Problem Solving,0,0,511
8435,EF,MONITOR,Problem Solving,5,206,511
8436,EF,Matrix Monitoring,Problem Solving,0,0,511
8437,EF,Mental Counters,Problem Solving,0,0,511
8438,EF,Mister X,Problem Solving,0,0,511
8439,EF,MCST,Problem Solving,0,11,511
8440,EF,Modified Card Sorting Test,Problem Solving,0,15,511
8441,EF,More Less Odd Even,Problem Solving,0,0,511
8442,EF,Wisconsin Card Sort,Problem Solving,2,55,511
8443,EF,Stop Signal,Problem Solving,1,258,511
8444,EF,Complex Span,Problem Solving,0,9,511
8445,EF,Pick the Picture,Problem Solving,0,0,511
8446,EF,Digit Span,Problem Solving,9,477,511
8447,EF,Random Letter Generation,Problem Solving,0,4,511
8448,EF,Snack Delay,Problem Solving,0,5,511
8449,EF,Visual Matrix Span,Problem Solving,0,0,511
8450,EF,Multiple Object Tracking,Problem Solving,0,4,511
8451,EF,Block Span,Problem Solving,0,4,511
8452,EF,Pictorial Updating,Problem Solving,0,0,511
8453,EF,Nebraska Barnyard,Problem Solving,0,0,511
8454,EF,Random Number Generation,Problem Solving,1,39,511
8455,EF,Nine Boxes,Problem Solving,0,0,511
8456,EF,Shape School,Problem Solving,0,8,511
8457,EF,Tower of Hanoi,Problem Solving,8,69,511
8458,EF,Verbal Fluency,Problem Solving,35,1169,511
8459,EF,Pencil Tapping,Problem Solving,0,0,511
