task,concept,timestamp_ms,task_concept_ef_hits,task_suffixtask_concept_ef_hits,task_suffixtest_concept_ef_hits,task_suffixgame_concept_ef_hits,task_concept_hits,task_suffixtask_concept_hits,task_suffixtest_concept_hits,task_suffixgame_concept_hits,concept_hits,concept_ef_hits,task_hits,task_suffixtask_hits,task_suffixtest_hits,task_suffixgame_hits,task_ef_hits,task_suffixtask_ef_hits,task_suffixgame_ef_hits,task_suffixtest_ef_hits
Oddity Switching,Mindfulness,1579040726198,0,0,0,0,0,0,0,0
Sentence Repetition,Switching,1579040732289,0,0,0,0,0,0,0,0
Tower of Hanoi,Volition,1579040738631,0,0,0,0,0,0,0,0
Reversal Learning,Generativity,1579040744710,0,0,0,0,0,0,0,0
Object Substitution,Strategic Retrieval,1579040750781,0,0,0,0,0,0,0,0
Reversal Learning,Central Executive,1579040756894,0,0,0,0,0,0,0,0
Plus Minus Task,Fluid Intelligence,1579040763019,0,0,0,0,0,0,0,0
Nebraska Barnyard,Dual Task Coordination,1579040769121,0,0,0,0,0,0,0,0
Visual Matrix Span,Visuospatial Processing,1579040775304,0,0,0,0,0,0,0,0
Number Letter,Responsive Action,1579040781427,0,0,0,0,0,0,0,0
SR Compatibility,Motivational Drive,1579040787552,0,0,0,0,0,0,0,0
WCST,Emotional Regulation,1579040793800,3,0,0,0,4,0,0,0
Corsi Block Span,Creativity,1579040799932,0,0,0,0,0,0,0,0
Block Span,Deductive Reasoning,1579040806041,0,0,0,0,0,0,0,0
Spatial Conflict Arrows,Responsive Action,1579040812448,0,0,0,0,0,0,0,0
MOT,Reward Processing,1579040818936,0,0,0,0,0,0,0,0
Nebraska Barnyard,Cognitive Control,1579040825046,0,0,0,0,0,0,0,0
Simon,Sequencing,1579040831117,1,1,0,0,28,2,0,0
Spin the Pots,Self Control,1579040837251,0,0,0,0,0,0,0,0
Shape School,Relational Reasoning,1579040843421,0,0,0,0,0,0,0,0
Sorting,Updating,1579040849543,9,1,8,0,41,4,21,0
Spatial Span,Emotional Control,1579040855675,0,0,0,0,1,0,0,0
More Less Odd Even,Reward Processing,1579040862063,0,0,0,0,0,0,0,0
Verbal Fluency,Creativity,1579040868171,3,0,0,0,16,2,0,0
Running Span,Effective Performance,1579040874276,0,0,0,0,0,0,0,0
Toy Sort,Sequencing,1579040880370,0,0,0,0,0,0,0,0
Picture Symbol,Emotional Control,1579040886429,0,0,0,0,0,0,0,0
Toy Sort,Volition,1579040892553,0,0,0,0,0,0,0,0
Spatial Span,Deductive Reasoning,1579040898739,0,0,0,0,0,0,0,0
Complex Span,Feedback Learning,1579040904842,0,0,0,0,0,0,0,0
Tower of Hanoi,Emotional Regulation,1579040911926,0,0,0,0,0,0,0,0
Sentence Completion,Relational Reasoning,1579040918046,0,0,0,0,0,0,0,0
Complex Span,Creativity,1579040924147,0,0,0,0,1,0,0,0
Spatial Conflict Arrows,Deductive Reasoning,1579040930216,0,0,0,0,0,0,0,0
Stop Signal,Updating,1579040936332,5,1,1,0,17,7,2,0
N-back,Updating,1579040942664,32,21,2,0,102,62,2,0
Object Substitution,Responsive Action,1579040948786,0,0,0,0,0,0,0,0
Verbal Span,Strategic Retrieval,1579040955016,0,0,0,0,0,0,0,0
Object Substitution,Switching,1579040962137,0,0,0,0,0,0,0,0
Stroop,Relational Reasoning,1579040968226,0,0,0,0,0,0,0,0
Simon Says,Mindfulness,1579040974339,0,0,0,0,0,0,0,0
N-back,Feedback Learning,1579040980430,0,0,0,0,0,0,0,0
Plus Minus Task,Feedback Learning,1579040986566,0,0,0,0,0,0,0,0
Nebraska Barnyard,Response Inhibition,1579040992641,0,0,0,0,0,0,0,0
Somethings the Same Game,Behavioral Regulation,1579040998739,0,0,0,0,0,0,0,0
Random Letter Generation,Emotional Control,1579041004981,0,0,0,0,0,0,0,0
SR Compatibility,Logical Reasoning,1579041011078,0,0,0,0,0,0,0,0
Nebraska Barnyard,Self Control,1579041017218,0,0,0,0,0,0,0,0
OSpan,Response Conflict,1579041023443,0,0,0,0,0,0,0,0
Picture Symbol,Organization,1579041029573,0,0,0,0,0,0,0,0
STOP,Emotional Control,1579041035632,1,0,0,0,4,0,0,0
MOT,Emotional Regulation,1579041041747,0,0,0,0,0,0,0,0
N-back,Behavioral Control,1579041047839,0,0,0,0,2,2,0,0
Somethings the Same Game,Initiation,1579041054320,0,0,0,0,0,0,0,0
Reverse Categorization,Motivational Drive,1579041060423,0,0,0,0,0,0,0,0
Arithmatic Span,Executive Control,1579041067014,0,0,0,0,0,0,0,0
Odd One Out,Response Inhibition,1579041073125,0,0,0,0,0,0,0,0
Spatial Span,Visuospatial Processing,1579041080331,0,0,0,0,3,0,0,0
Picture Symbol,Effective Performance,1579041086455,0,0,0,0,0,0,0,0
Running Span,Behavioral Control,1579041092590,0,0,0,0,0,0,0,0
Backward Span,Executive Control,1579041098774,1,0,0,0,1,0,0,0
Spin the Pots,Behavioral Regulation,1579041104929,0,0,0,0,0,0,0,0
Nine Boxes,Inhibition Control,1579041111001,0,0,0,0,0,0,0,0
Pencil Tapping,Visuospatial Processing,1579041117619,0,0,0,0,0,0,0,0
OOO,Behavioral Control,1579041124083,0,0,0,0,0,0,0,0
Corsi Block Span,Strategic Retrieval,1579041130211,0,0,0,0,0,0,0,0
Toy Sort,Motivational Drive,1579041136362,0,0,0,0,0,0,0,0
Number Letter,Mindfulness,1579041142468,0,0,0,0,0,0,0,0
Self Control Schedule,Effective Performance,1579041148654,0,0,0,0,0,0,0,0
Verbal Span,Fluid Intelligence,1579041154784,0,0,0,0,0,0,0,0
Pencil Tapping,Fluid Intelligence,1579041160938,0,0,0,0,0,0,0,0
Snack Delay,Behavioral Control,1579041167076,0,0,0,0,0,0,0,0
Nebraska Barnyard,Reward Processing,1579041173206,0,0,0,0,0,0,0,0
Counting Span,Behavioral Regulation,1579041179339,0,0,0,0,0,0,0,0
Block Span,Feedback Learning,1579041185497,0,0,0,0,0,0,0,0
Wisconsin Card Sort,Inhibition,1579041191670,9,3,5,0,16,4,9,0
Plus Minus Task,Organization,1579041197877,0,0,0,0,0,0,0,0
N-back,Visuospatial Processing,1579041204090,0,0,0,0,2,1,0,0
Pick the Picture,Sequencing,1579041212690,0,0,0,0,0,0,0,0
Sorting,Deductive Reasoning,1579041218758,1,0,1,0,1,0,1,0
Stroop,Working Memory,1579041224930,235,48,71,0,576,148,150,0
WCST,Self Control,1579041231557,2,0,0,0,5,0,0,0
Stroop,Motivational Drive,1579041237805,0,0,0,0,0,0,0,0
Wisconsin Card Sort,Behavioral Control,1579041244000,0,0,0,0,0,0,0,0
WCST,Central Executive,1579041250118,2,0,0,0,8,0,0,0
Nebraska Barnyard,Initiation,1579041256275,0,0,0,0,0,0,0,0
Digit Span,Verbal Processing,1579041262419,0,0,0,0,8,0,0,0
Nebraska Barnyard,Responsive Action,1579041268675,0,0,0,0,0,0,0,0
Backward Span,Volition,1579041274792,0,0,0,0,0,0,0,0
Verbal Fluency,Shifting,1579041281042,76,4,10,0,171,10,19,0
Verbal Fluency,Initiation,1579041287219,24,1,3,0,76,6,6,0
MOT,Initiation,1579041293418,0,0,0,0,9,0,0,0
Plus Minus Task,Strategic Retrieval,1579041299567,0,0,0,0,0,0,0,0
Somethings the Same Game,Volition,1579041305755,0,0,0,0,0,0,0,0
Wisconsin Card Sort,Cognitive Flexibility,1579041312014,6,3,2,0,12,5,4,0
Spatial Span,Verbal Processing,1579041318190,0,0,0,0,0,0,0,0
Reversal Learning,Cognitive Control,1579041324326,7,1,0,0,31,6,0,0
Serial Substraction of Sevens,Verbal Processing,1579041330477,0,0,0,0,0,0,0,0
OSpan,Feedback Learning,1579041336747,0,0,0,0,0,0,0,0
Picture Symbol,Relational Reasoning,1579041342889,0,0,0,0,0,0,0,0
Sorting,Logical Reasoning,1579041349169,1,0,1,0,6,1,4,0
Toy Sort,Fluency,1579041355279,0,0,0,0,0,0,0,0
Pictorial Updating,Behavioral Regulation,1579041361406,0,0,0,0,0,0,0,0
Random Letter Generation,Working Memory,1579041367536,1,1,0,0,7,1,0,0
Toy Sort,Working Memory,1579041373701,0,0,0,0,0,0,0,0
Somethings the Same Game,Mindfulness,1579041379825,0,0,0,0,0,0,0,0
Object Substitution,Organization,1579041385927,0,0,0,0,1,0,0,0
WCST,Creativity,1579041392223,1,0,0,0,3,0,0,0
Spatial Conflict Arrows,Initiation,1579041398381,0,0,0,0,0,0,0,0
Serial Substraction of Sevens,Response Inhibition,1579041404456,0,0,0,0,0,0,0,0
Somethings the Same Game,Cognitive Flexibility,1579041410542,0,0,0,0,0,0,0,0
Snack Delay,Initiation,1579041416630,0,0,0,0,0,0,0,0
Tower of London,Visuospatial Processing,1579041422782,1,0,0,0,3,0,1,0
Random Letter Generation,Central Executive,1579041428985,0,0,0,0,5,0,0,0
Object Substitution,Deductive Reasoning,1579041435257,0,0,0,0,0,0,0,0
Pencil Tapping,Verbal Processing,1579041441329,0,0,0,0,0,0,0,0
Pictorial Updating,Emotional Regulation,1579041447489,0,0,0,0,0,0,0,0
OSpan,Behavioral Control,1579041454384,0,0,0,0,0,0,0,0
Spin the Pots,Inhibition,1579041460801,0,0,0,0,0,0,0,0
Oddity Switching,Organization,1579041466954,0,0,0,0,0,0,0,0
Complex Span,Response Conflict,1579041473228,0,0,0,0,2,0,0,0
Arithmatic Span,Feedback Learning,1579041479351,0,0,0,0,0,0,0,0
Shape School,Responsive Action,1579041485581,0,0,0,0,0,0,0,0
Digit Span,Central Executive,1579041491727,11,0,2,0,51,7,3,0
Random Number Generation,Mindfulness,1579041497938,0,0,0,0,1,0,0,0
Odd One Out,Effective Performance,1579041504069,0,0,0,0,0,0,0,0
Semantic Fluency,Creativity,1579041510206,0,0,0,0,2,0,0,0
Pychomotor Vigilance,Updating,1579041516500,0,0,0,0,0,0,0,0
Random Letter Generation,Motivational Drive,1579041522605,0,0,0,0,0,0,0,0
MOT,Logical Reasoning,1579041528719,0,0,0,0,1,0,0,0
Digit Span,Effective Performance,1579041535840,0,0,0,0,1,0,0,0
Automated Operation Span,Shifting,1579041542002,0,0,0,0,1,1,0,0
Corsi Block Span,Emotional Regulation,1579041548125,0,0,0,0,0,0,0,0
Visuospatial Span,Organization,1579041554447,0,0,0,0,1,1,0,0
Spatial Span,Generativity,1579041560581,0,0,0,0,0,0,0,0
Complex Span,Fluency,1579041566730,1,0,0,0,1,0,0,0
Stop Signal,Creativity,1579041572863,0,0,0,0,0,0,0,0
Visuospatial Span,Deductive Reasoning,1579041579060,0,0,0,0,0,0,0,0
Spatial Span,Fluency,1579041585187,11,1,1,0,40,2,2,0
Visuospatial Span,Relational Reasoning,1579041591414,0,0,0,0,0,0,0,0
SR Compatibility,Creativity,1579041597596,0,0,0,0,0,0,0,0
Backward Span,Shifting,1579041603690,0,0,0,0,1,0,0,0
Digit Span,Logical Reasoning,1579041633307,0,0,0,0,3,0,0,0
Odd One Out,Creativity,1579041639498,0,0,0,0,0,0,0,0
Serial Substraction of Sevens,Central Executive,1579041645665,0,0,0,0,0,0,0,0
Running Span,Inference Control,1579041651712,0,0,0,0,0,0,0,0
Spin the Pots,Generativity,1579041657848,0,0,0,0,0,0,0,0
Spatial Conflict Arrows,Organization,1579041663982,0,0,0,0,0,0,0,0
Picture Symbol,Response Conflict,1579041670100,0,0,0,0,0,0,0,0
Counting Span,Shifting,1579041676329,0,0,0,0,0,0,0,0
OOO,Emotional Regulation,1579041682529,0,0,0,0,0,0,0,0
Backward Span,Creativity,1579041688640,0,0,0,0,0,0,0,0
Somethings the Same Game,Logical Reasoning,1579041694776,0,0,0,0,0,0,0,0
SR Compatibility,Fluid Intelligence,1579041700907,0,0,0,0,0,0,0,0
Block Span,Reward Processing,1579041707027,0,0,0,0,0,0,0,0
Pychomotor Vigilance,Self Control,1579041713198,0,0,0,0,0,0,0,0
Spin the Pots,Verbal Processing,1579041720234,0,0,0,0,0,0,0,0
Reverse Categorization,Relational Reasoning,1579041726349,0,0,0,0,0,0,0,0
Sentence Repetition,Working Memory,1579041732447,0,0,0,0,33,5,2,0
Digit Span,Executive Control,1579041738547,17,2,3,0,25,2,3,0
Picture Symbol,Updating,1579041744714,0,0,0,0,0,0,0,0
Odd One Out,Executive Control,1579041751182,0,0,0,0,0,0,0,0
Visual Matrix Span,Fluency,1579041757845,0,0,0,0,0,0,0,0
Pictorial Updating,Fluency,1579041764018,0,0,0,0,0,0,0,0
Spatial Conflict Arrows,Fluid Intelligence,1579041770116,0,0,0,0,0,0,0,0
Pencil Tapping,Deductive Reasoning,1579041776192,0,0,0,0,0,0,0,0
Somethings the Same Game,Deductive Reasoning,1579041782379,0,0,0,0,0,0,0,0
OOO,Sequencing,1579041788500,0,0,0,0,0,0,0,0
Nine Boxes,Generativity,1579041794617,0,0,0,0,0,0,0,0
Reverse Categorization,Behavioral Regulation,1579041800746,0,0,0,0,0,0,0,0
Pencil Tapping,Inference Control,1579041806852,0,0,0,0,0,0,0,0
Reverse Categorization,Inference Control,1579041812933,0,0,0,0,0,0,0,0
Simon Says,Relational Reasoning,1579041819058,0,0,0,0,0,0,0,0
Snack Delay,Fluency,1579041825149,0,0,0,0,0,0,0,0
Counting Span,Logical Reasoning,1579041831261,0,0,0,0,0,0,0,0
Serial Substraction of Sevens,Executive Control,1579041837386,0,0,0,0,0,0,0,0
Spatial Span,Cognitive Control,1579041843564,1,1,0,0,3,1,0,0
Picture Symbol,Visuospatial Processing,1579041849673,0,0,0,0,0,0,0,0
N-back,Central Executive,1579041855792,10,7,0,0,26,16,0,0
Sentence Repetition,Emotional Control,1579041861885,0,0,0,0,0,0,0,0
Shape School,Behavioral Control,1579041867954,0,0,0,0,0,0,0,0
Odd One Out,Response Conflict,1579041874159,0,0,0,0,0,0,0,0
OSpan,Cognitive Flexibility,1579041880269,0,0,0,0,2,1,0,0
Reversal Learning,Motivational Drive,1579041886466,0,0,0,0,0,0,0,0
OOO,Feedback Learning,1579041892583,0,0,0,0,0,0,0,0
Spin the Pots,Shifting,1579041898677,0,0,0,0,0,0,0,0
Visual Matrix Span,Updating,1579041904747,0,0,0,0,0,0,0,0
Number Letter,Behavioral Regulation,1579041910825,0,0,0,0,0,0,0,0
Multiple Object Tracking,Inhibition Control,1579041916935,1,1,0,0,1,1,0,0
Spatial Span,Effective Performance,1579041923132,0,0,0,0,0,0,0,0
Pychomotor Vigilance,Inference Control,1579041929230,0,0,0,0,0,0,0,0
Snack Delay,Sequencing,1579041935306,0,0,0,0,0,0,0,0
Automated Operation Span,Motivational Drive,1579041941436,0,0,0,0,0,0,0,0
Simon Says,Switching,1579041947675,0,0,0,0,0,0,0,0
Corsi Block Span,Executive Control,1579041953754,0,0,0,0,0,0,0,0
Serial Substraction of Sevens,Inference Control,1579041959854,0,0,0,0,0,0,0,0
Counting Span,Emotional Control,1579041966025,0,0,0,0,0,0,0,0
SR Compatibility,Cognitive Control,1579041972124,0,0,0,0,0,0,0,0
Number Letter,Feedback Learning,1579041978268,0,0,0,0,0,0,0,0
Odd One Out,Inference Control,1579041984484,0,0,0,0,0,0,0,0
STOP,Reward Processing,1579041990583,1,0,0,0,11,0,0,0
Shape School,Response Inhibition,1579041996639,0,0,0,0,0,0,0,0
Visuospatial Span,Feedback Learning,1579042002740,0,0,0,0,0,0,0,0
N-back,Generativity,1579042008915,0,0,0,0,0,0,0,0
Serial Substraction of Sevens,Reward Processing,1579042015056,0,0,0,0,0,0,0,0
Sentence Repetition,Generativity,1579042021225,0,0,0,0,0,0,0,0
Odd One Out,Responsive Action,1579042027387,0,0,0,0,0,0,0,0
Verbal Fluency,Motivational Drive,1579042033496,0,0,0,0,0,0,0,0
Sentence Repetition,Strategic Retrieval,1579042039639,0,0,0,0,0,0,0,0
Tower of Hanoi,Behavioral Control,1579042045856,0,0,0,0,0,0,0,0
Digit Span,Response Inhibition,1579042052524,7,0,0,0,29,3,0,0
Sentence Completion,Emotional Regulation,1579042059040,0,0,0,0,0,0,0,0
Pictorial Updating,Working Memory,1579042065181,0,0,0,0,0,0,0,0
More Less Odd Even,Responsive Action,1579042071281,0,0,0,0,0,0,0,0
Automated Operation Span,Emotional Control,1579042077378,0,0,0,0,0,0,0,0
Simon,Problem Solving,1579042083587,0,0,0,0,10,0,0,0
Random Letter Generation,Inhibition Control,1579042089759,0,0,0,0,0,0,0,0
Complex Span,Emotional Control,1579042095930,0,0,0,0,0,0,0,0
Pencil Tapping,Switching,1579042102059,0,0,0,0,0,0,0,0
Plus Minus Task,Emotional Control,1579042108177,0,0,0,0,0,0,0,0
Simon Says,Fluency,1579042114345,0,0,0,0,0,0,0,0
Spatial Span,Updating,1579042120479,1,0,0,0,3,0,0,0
Pychomotor Vigilance,Verbal Processing,1579042126602,0,0,0,0,0,0,0,0
Corsi Block Span,Mindfulness,1579042132774,0,0,0,0,0,0,0,0
Serial Substraction of Sevens,Emotional Control,1579042138880,0,0,0,0,0,0,0,0
Visual Matrix Span,Working Memory,1579042144994,0,0,0,0,0,0,0,0
Multiple Object Tracking,Cognitive Flexibility,1579042151178,1,1,0,0,1,1,0,0
Toy Sort,Cognitive Control,1579042157311,0,0,0,0,0,0,0,0
Picture Symbol,Cognitive Flexibility,1579042163405,0,0,0,0,0,0,0,0
Reverse Categorization,Response Conflict,1579042169610,0,0,0,0,0,0,0,0
Random Letter Generation,Creativity,1579042175835,0,0,0,0,0,0,0,0
Adaptive N-back,Switching,1579042181977,0,0,0,0,0,0,0,0
Shape School,Behavioral Regulation,1579042188035,0,0,0,0,0,0,0,0
Serial Substraction of Sevens,Working Memory,1579042194180,0,0,0,0,0,0,0,0
Nine Boxes,Fluency,1579042200294,0,0,0,0,0,0,0,0
Semantic Fluency,Inhibition Control,1579042207028,0,0,0,0,0,0,0,0
Object Substitution,Shifting,1579042213170,0,0,0,0,1,0,0,0
Stroop,Fluid Intelligence,1579042219317,8,1,3,0,21,3,4,0
Pychomotor Vigilance,Emotional Control,1579042225553,0,0,0,0,0,0,0,0
Stop Signal,Shifting,1579042231795,21,13,1,0,57,26,3,0
N-back,Strategic Retrieval,1579042237973,0,0,0,0,0,0,0,0
Oddity Switching,Cognitive Control,1579042244086,0,0,0,0,0,0,0,0
Corsi Block Span,Shifting,1579042250205,0,0,0,0,0,0,0,0
Nine Boxes,Creativity,1579042256325,0,0,0,0,0,0,0,0
Nine Boxes,Behavioral Control,1579042262443,0,0,0,0,0,0,0,0
Picture Symbol,Behavioral Control,1579042268668,0,0,0,0,0,0,0,0
More Less Odd Even,Response Conflict,1579042274809,0,0,0,0,0,0,0,0
Stroop,Switching,1579042280948,74,29,13,0,170,69,29,0
Pencil Tapping,Inhibition,1579042287288,0,0,0,0,0,0,0,0
Object Substitution,Cognitive Control,1579042293656,0,0,0,0,0,0,0,0
Complex Span,Responsive Action,1579042299951,0,0,0,0,0,0,0,0
Number Letter,Self Control,1579042306331,1,0,0,0,1,0,0,0
Spatial Conflict Arrows,Behavioral Control,1579042312649,0,0,0,0,0,0,0,0
Block Span,Strategic Retrieval,1579042318956,0,0,0,0,0,0,0,0
Complex Span,Switching,1579042325178,0,0,0,0,5,1,0,0
Random Number Generation,Updating,1579042331494,7,4,2,0,9,5,2,0
Simon,Executive Control,1579042338050,24,17,0,0,49,36,0,0
Number Letter,Strategic Retrieval,1579042344452,0,0,0,0,0,0,0,0
Tower of London,Strategic Retrieval,1579042350872,0,0,0,0,0,0,0,0
Tower of London,Dual Task Coordination,1579042360062,0,0,0,0,0,0,0,0
Spatial Span,Switching,1579042368337,1,0,0,0,2,0,0,0
Backward Span,Generativity,1579042375691,0,0,0,0,0,0,0,0
Stop Signal,Fluid Intelligence,1579042382210,1,1,0,0,2,1,0,0
Spin the Pots,Creativity,1579042388583,0,0,0,0,0,0,0,0
Pencil Tapping,Cognitive Control,1579042394887,0,0,0,0,0,0,0,0
Verbal Span,Emotional Regulation,1579042401301,0,0,0,0,0,0,0,0
Odd One Out,Self Control,1579042436863,0,0,0,0,0,0,0,0
Self Control Schedule,Emotional Control,1579042443160,0,0,0,0,0,0,0,0
Automated Operation Span,Problem Solving,1579042449528,0,0,0,0,0,0,0,0
Pictorial Updating,Visuospatial Processing,1579042455889,0,0,0,0,0,0,0,0
Self Control Schedule,Mindfulness,1579042462186,1,0,0,0,1,0,0,0
Corsi Block Span,Fluid Intelligence,1579042468578,0,0,0,0,0,0,0,0
Simon Says,Verbal Processing,1579042474991,0,0,0,0,0,0,0,0
Sentence Repetition,Responsive Action,1579042481289,0,0,0,0,0,0,0,0
N-back,Executive Control,1579042487748,38,23,1,0,61,33,2,0
Semantic Fluency,Generativity,1579042494006,0,0,0,0,0,0,0,0
Simon Says,Shifting,1579042500444,0,0,0,0,1,0,0,0
Adaptive N-back,Cognitive Flexibility,1579042506759,0,0,0,0,0,0,0,0
Reverse Categorization,Inhibition,1579042513055,3,0,0,0,4,0,0,0
Pictorial Updating,Fluid Intelligence,1579042519344,0,0,0,0,0,0,0,0
Simon,Behavioral Regulation,1579042525621,0,0,0,0,0,0,0,0
Nebraska Barnyard,Central Executive,1579042531884,0,0,0,0,0,0,0,0
Sorting,Feedback Learning,1579042538113,0,0,0,0,2,1,1,0
Serial Substraction of Sevens,Fluency,1579042544409,0,0,0,0,0,0,0,0
Digit Span,Shifting,1579042550723,41,1,9,0,65,1,13,0
Random Number Generation,Response Inhibition,1579042557100,3,2,0,0,7,2,0,0
Block Span,Visuospatial Processing,1579042563721,0,0,0,0,0,0,0,0
Visuospatial Span,Generativity,1579042569969,0,0,0,0,0,0,0,0
Arithmatic Span,Behavioral Regulation,1579042576272,0,0,0,0,0,0,0,0
Automated Operation Span,Self Control,1579042582508,1,1,0,0,1,1,0,0
Stroop,Cognitive Control,1579042588817,152,92,14,0,613,386,33,0
Arithmatic Span,Verbal Processing,1579042595107,0,0,0,0,0,0,0,0
Pick the Picture,Verbal Processing,1579042601300,0,0,0,0,0,0,0,0
Sentence Repetition,Inference Control,1579042607581,0,0,0,0,0,0,0,0
Wisconsin Card Sort,Visuospatial Processing,1579042613931,0,0,0,0,0,0,0,0
N-back,Logical Reasoning,1579042620228,0,0,0,0,1,0,0,0
Reversal Learning,Self Control,1579042626624,0,0,0,0,2,1,0,0
Plus Minus Task,Behavioral Regulation,1579042632901,0,0,0,0,0,0,0,0
Stop Signal,Emotional Control,1579042639076,1,1,0,0,1,1,0,0
Simon,Self Control,1579042645482,0,0,0,0,5,5,0,0
N-back,Fluency,1579042652356,17,8,2,0,37,14,5,0
Picture Symbol,Switching,1579042659450,0,0,0,0,0,0,0,0
MOT,Deductive Reasoning,1579042665763,0,0,0,0,0,0,0,0
OSpan,Working Memory,1579042672441,8,2,0,0,37,12,0,0
Simon Says,Cognitive Control,1579042678876,1,0,0,0,1,0,0,0
Sentence Repetition,Motivational Drive,1579042685071,0,0,0,0,0,0,0,0
Reverse Categorization,Verbal Processing,1579042691356,0,0,0,0,0,0,0,0
Oddity Switching,Inference Control,1579042697588,0,0,0,0,0,0,0,0
Counting Span,Response Inhibition,1579042704028,0,0,0,0,1,1,0,0
Verbal Fluency,Inhibition Control,1579042710475,1,0,0,0,2,1,0,0
Arithmatic Span,Response Inhibition,1579042716759,0,0,0,0,0,0,0,0
OSpan,Volition,1579042722932,0,0,0,0,0,0,0,0
Reversal Learning,Emotional Control,1579042729076,0,0,0,0,0,0,0,0
Stop Signal,Inhibition Control,1579042735178,0,0,0,0,10,10,0,0
Random Number Generation,Emotional Control,1579042741280,0,0,0,0,0,0,0,0
OOO,Switching,1579042747379,0,0,0,0,2,0,0,0
Toy Sort,Emotional Regulation,1579042753459,0,0,0,0,0,0,0,0
Oddity Switching,Logical Reasoning,1579042759560,0,0,0,0,0,0,0,0
Multiple Object Tracking,Mindfulness,1579042765649,0,0,0,0,1,0,0,0
Automated Operation Span,Deductive Reasoning,1579042771896,0,0,0,0,0,0,0,0
N-back,Mindfulness,1579042778012,0,0,0,0,4,3,0,0
Object Substitution,Response Conflict,1579042784163,0,0,0,0,0,0,0,0
Corsi Block Span,Deductive Reasoning,1579042790280,0,0,0,0,0,0,0,0
Pictorial Updating,Feedback Learning,1579042796512,0,0,0,0,0,0,0,0
Counting Span,Volition,1579042803173,0,0,0,0,0,0,0,0
Corsi Block Span,Problem Solving,1579042809364,0,0,0,0,0,0,0,0
Corsi Block Span,Self Control,1579042815458,0,0,0,0,0,0,0,0
Digit Span,Organization,1579042821576,10,0,3,0,57,2,8,0
Spatial Span,Behavioral Control,1579042827832,0,0,0,0,0,0,0,0
Random Number Generation,Verbal Processing,1579042834514,0,0,0,0,0,0,0,0
Oddity Switching,Deductive Reasoning,1579042840638,0,0,0,0,0,0,0,0
Sentence Completion,Sequencing,1579042846753,2,0,2,0,3,0,2,0
Corsi Block Span,Visuospatial Processing,1579042852843,0,0,0,0,0,0,0,0
Stop Signal,Response Conflict,1579042858928,1,0,0,0,11,8,0,0
Pictorial Updating,Sequencing,1579042865169,0,0,0,0,0,0,0,0
Visual Matrix Span,Inhibition,1579042871268,0,0,0,0,0,0,0,0
Visuospatial Span,Dual Task Coordination,1579042877458,0,0,0,0,0,0,0,0
Block Span,Logical Reasoning,1579042883595,0,0,0,0,0,0,0,0
Random Number Generation,Relational Reasoning,1579042890556,0,0,0,0,0,0,0,0
Spatial Conflict Arrows,Cognitive Control,1579042898204,0,0,0,0,0,0,0,0
Pictorial Updating,Dual Task Coordination,1579042906178,0,0,0,0,0,0,0,0
Random Letter Generation,Initiation,1579042912958,0,0,0,0,0,0,0,0
Adaptive N-back,Behavioral Regulation,1579042919032,0,0,0,0,0,0,0,0
Backward Span,Cognitive Control,1579042925111,1,0,0,0,1,0,0,0
MOT,Fluency,1579042931217,0,0,0,0,1,0,0,0
Picture Symbol,Fluency,1579042939476,0,0,0,0,0,0,0,0
Adaptive N-back,Fluid Intelligence,1579042945586,0,0,0,0,0,0,0,0
Somethings the Same Game,Dual Task Coordination,1579042952005,0,0,0,0,0,0,0,0
Tower of London,Behavioral Regulation,1579042960754,1,0,0,0,1,0,0,0
Backward Span,Switching,1579042968589,1,0,0,0,1,0,0,0
Spatial Conflict Arrows,Logical Reasoning,1579042976757,0,0,0,0,0,0,0,0
OSpan,Logical Reasoning,1579042984182,0,0,0,0,0,0,0,0
Corsi Block Span,Cognitive Flexibility,1579042990306,0,0,0,0,0,0,0,0
Verbal Span,Responsive Action,1579042996405,0,0,0,0,0,0,0,0
Somethings the Same Game,Motivational Drive,1579043002481,0,0,0,0,0,0,0,0
Spin the Pots,Executive Control,1579043008581,0,0,0,0,0,0,0,0
Automated Operation Span,Mindfulness,1579043014644,1,1,0,0,1,1,0,0
Reverse Categorization,Inhibition Control,1579043022074,0,0,0,0,0,0,0,0
Simon,Inhibition,1579043028425,33,17,0,0,192,99,0,0
Semantic Fluency,Dual Task Coordination,1579043034571,0,0,0,0,0,0,0,0
Number Letter,Shifting,1579043040676,13,4,0,0,16,4,0,0
Adaptive N-back,Mindfulness,1579043047620,0,0,0,0,0,0,0,0
Corsi Block Span,Generativity,1579043053833,0,0,0,0,0,0,0,0
Snack Delay,Inhibition,1579043059913,3,0,0,0,3,0,0,0
Pictorial Updating,Deductive Reasoning,1579043066032,0,0,0,0,0,0,0,0
Block Span,Organization,1579043072118,0,0,0,0,1,0,0,0
Picture Symbol,Logical Reasoning,1579043078219,0,0,0,0,0,0,0,0
Tower of Hanoi,Mindfulness,1579043084467,0,0,0,0,0,0,0,0
Digit Span,Working Memory,1579043090542,228,16,33,0,909,80,103,0
Snack Delay,Creativity,1579043096817,0,0,0,0,0,0,0,0
Toy Sort,Self Control,1579043103177,0,0,0,0,0,0,0,0
Visuospatial Span,Switching,1579043109366,0,0,0,0,0,0,0,0
Toy Sort,Executive Control,1579043115540,0,0,0,0,0,0,0,0
